Key,Program,Subawardee UEI,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description,Parent UEI,Parent Vendor Name,Parent UEI(s),Role / Description,Source URLs
Virginia|EKY1E33VMH27,Virginia,EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,,,,,
Virginia|CPHLNLBGWFN5,Virginia,CPHLNLBGWFN5,DRS NAVAL POWER SYSTEMS INC,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,W8PTMRME1496,LEONARDO SPA,W8PTMRME1496,,
Virginia|RJGEKQDTZKT8,Virginia,RJGEKQDTZKT8,"ELECTRIC HEATER COMPANY, THE",333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,DD7KGPMP93C1,Heh Holdings LLC,DD7KGPMP93C1,,
Virginia|X4M2SP7V9BC6,Virginia,X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",423830,Industrial Machinery and Equipment Merchant Wholesalers,X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",X4M2SP7V9BC6,,
Virginia|E144Y6P6NLN9,Virginia,E144Y6P6NLN9,"HOPE GROUP, LLC., THE",,"n/a (SAM record, no NAICS)",PFUMVMAUF5K2,THG CORPORATION,PFUMVMAUF5K2,,
Virginia|MYDWUALGXBL5,Virginia,MYDWUALGXBL5,BIOMATED SOLUTIONS LLC,,"n/a (SAM record, no NAICS)",,,,,
Virginia|CP1HCZ82DJL7,Virginia,CP1HCZ82DJL7,NC PRECISION LLC,332710,Machine Shops,,,,,
Virginia|MP94VMTR2DX4,Virginia,MP94VMTR2DX4,Preece Incorporated,,n/a (no SAM record),QAANUA3XNWD3,PREECE INCORPORATED,QAANUA3XNWD3,,
Virginia|MKRCHD2CBAY1,Virginia,MKRCHD2CBAY1,HAMILTON SUNDSTRAND CORPORATION,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,PPLZG8J3N9D4,,
Virginia|XSVGNUK78U74,Virginia,XSVGNUK78U74,BAC CORROSION A/S,331524,Aluminum Foundries (except Die-Casting),N59KLKMGK7T6,Christian Peter Thomsen Holding ApS,N59KLKMGK7T6,,
Virginia|GMVJD1H9JQX8,Virginia,GMVJD1H9JQX8,"MICROFLEX, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,GMVJD1H9JQX8,"MICROFLEX, INC.",GMVJD1H9JQX8,,
Virginia|H12BMH6V6495,Virginia,H12BMH6V6495,"PIMA VALVE, LLC",,n/a (no SAM record),,,,,
Virginia|HFL7UADKYZ52,Virginia,HFL7UADKYZ52,"BARNHART NORTHEAST, INC.",238990,All Other Specialty Trade Contractors,,,,,
Virginia|FLMQAKFEMG64,Virginia,FLMQAKFEMG64,INDEECO LLC,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,DTCND1MN7J15,,
Virginia|WMCUE58SZBD3,Virginia,WMCUE58SZBD3,MILLER ELECTRIC MFG. CO.,333992,Welding and Soldering Equipment Manufacturing,WMCUE58SZBD3,MILLER ELECTRIC MFG. CO.,WMCUE58SZBD3,,
Virginia|D6BPMCKP2FE4,Virginia,D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",D6BPMCKP2FE4,,
Virginia|V62NC51F7YV1,Virginia,V62NC51F7YV1,UNIVERSITY OF DAYTON,541330,Engineering Services,V62NC51F7YV1,UNIVERSITY OF DAYTON,V62NC51F7YV1,,
Virginia|QFG7EC12DQK4,Virginia,QFG7EC12DQK4,"UNITED RENTALS (NORTH AMERICA), INC.",532310,General Rental Centers,DZ4JXAPAU222,"UNITED RENTALS, INC.",DZ4JXAPAU222,,
Virginia|LKXHMX1K3AC5,Virginia,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,NATIONAL INSTRUMENTS CORPORATION,,,
Virginia|VV9KH3L99VE3,Virginia,VV9KH3L99VE3,INTERNATIONAL BUSINESS MACHINES CORPORATION,541519,Other Computer Related Services,J64CSQTQNRC1,International Business Machines Corporation,J64CSQTQNRC1,,
Virginia|C1PGRWC26153,Virginia,C1PGRWC26153,EXLAR CORPORATION,335312,Motor and Generator Manufacturing,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,PF8PJNVEPTJ1,"Exlar manufactures electromechanical linear and rotary actuators. Navy procurement records tied to this UEI identify actuator hardware, but I found no public source identifying the exact Virginia-class valve, control, or machinery application.","https://www.highergov.com/awardee/exlar-corporation-10410604/
https://sam.gov/opp/8efd2f5f01a74ab3a77d7f145812e648/view
https://www.curtisswright.com/products/industrial/exlar"
Virginia|DQLZFV6PFCB9,Virginia,DQLZFV6PFCB9,"TATE ANDALE, LLC",332911,Industrial Valve Manufacturing,,,,,
Virginia|GMBZL1B9YMW9,Virginia,GMBZL1B9YMW9,A W GIFFORD INC,561622,Locksmiths,,,,,
Virginia|VM23NJLXLCK9,Virginia,VM23NJLXLCK9,"G. O. CARLSON, INC.",331110,Iron and Steel Mills and Ferroalloy Manufacturing,VM23NJLXLCK9,"G. O. CARLSON, INC.",VM23NJLXLCK9,,
Virginia|X25CWCMUL417,Virginia,X25CWCMUL417,"CARLLO, INC.",238220,"Plumbing, Heating, and Air-Conditioning Contractors",,,,,
Virginia|VJFKVNQBYVL5,Virginia,VJFKVNQBYVL5,GREENE RUBBER CO INC,326291,Rubber Product Manufacturing for Mechanical Use,,,,,
Virginia|J3HWENQMNG69,Virginia,J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",332312,Fabricated Structural Metal Manufacturing,J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",J3HWENQMNG69,,
Virginia|GL8XT6HAWLK1,Virginia,GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,325510,Paint and Coating Manufacturing,GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,GL8XT6HAWLK1,,
Virginia|PCELDZMEAL25,Virginia,PCELDZMEAL25,"MICROPORE, INC.",326199,All Other Plastics Product Manufacturing,,,,,
Virginia|DKLBZLX4D674,Virginia,DKLBZLX4D674,"L&C PROTEC, INC.",236210,Industrial Building Construction,,,,,
Virginia|LWF3CB1HFZF3,Virginia,LWF3CB1HFZF3,I S C O CORPORATION,423840,Industrial Supplies Merchant Wholesalers,LWF3CB1HFZF3,I S C O CORPORATION,LWF3CB1HFZF3,,
Virginia|FNBNKXCC3QD8,Virginia,FNBNKXCC3QD8,SUPERBOLT INC.,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",MHNEK1CGNJS9,Investment AB Latour,MHNEK1CGNJS9,,
Virginia|G58FFJ6F2CA7,Virginia,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,336611,Ship Building and Repairing,,"NOVARIA HOLDINGS, LLC",,,
Virginia|E844ZKYNKDX4,Virginia,E844ZKYNKDX4,"MECS, INC.",541330,Engineering Services,X62UR1BYLVG1,E. I. DU PONT DE NEMOURS AND COMPANY,E1EHEYLLH9E5; JALPQSJHLBV5; X62UR1BYLVG1,,
Virginia|U8SAS3VH6J38,Virginia,U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,238990,All Other Specialty Trade Contractors,,,,,
Virginia|CAAPQGM9QL17,Virginia,CAAPQGM9QL17,SOUTH BAY CABLE CORP.,,n/a (no SAM record),CAAPQGM9QL17,SOUTH BAY CABLE CORP.,CAAPQGM9QL17,,
Virginia|HFK9V1G2B513,Virginia,HFK9V1G2B513,"MOTOROLA SOLUTIONS, INC.",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,G2LUXP8ND8U6,"MOTOROLA SOLUTIONS, INC.",G2LUXP8ND8U6,,
Virginia|HTR5K76FMH84,Virginia,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,,,
Virginia|LPWJLN5JQPW4,Virginia,LPWJLN5JQPW4,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,,"n/a (SAM record, no NAICS)",,,,,
Virginia|GJEUJECUQNN6,Virginia,GJEUJECUQNN6,L-3 CHESAPEAKE SCIENCES CORPORATION,,n/a (no SAM record),XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",XXP4PLFFFGK9,,
Virginia|WDZDHBA8ZJX8,Virginia,WDZDHBA8ZJX8,Airgas USA LLC,,n/a (no SAM record),CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,CL4ZKLFK5DR3,,
Virginia|CBY1P9UHMVK1,Virginia,CBY1P9UHMVK1,"D.S. SEWING, INC.",314910,Textile Bag and Canvas Mills,,,,,
Virginia|DTCND1MN7J15,Virginia,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,DTCND1MN7J15; LTJZX6G2X7Z1,,
Virginia|XYNDM1Y7XGG7,Virginia,XYNDM1Y7XGG7,AMERICAN METAL BEARING COMPANY,332991,Ball and Roller Bearing Manufacturing,PM2FDF7CCNC2,"MARISCO, LTD.",PM2FDF7CCNC2,,
Virginia|V7GQF5M7C667,Virginia,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",,,,,
Virginia|C59LDR2KN4U6,Virginia,C59LDR2KN4U6,"FIN-TECH, INC.",332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",,,,,
Virginia|L66VDJVM3VP6,Virginia,L66VDJVM3VP6,KEYENCE CORP OF AMERICA,423830,Industrial Machinery and Equipment Merchant Wholesalers,ND7DTJ18YXU8,KEYENCE CORPORATION,ND7DTJ18YXU8,,
Virginia|YXMXTJMDPJR7,Virginia,YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",423830,Industrial Machinery and Equipment Merchant Wholesalers,YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",YXMXTJMDPJR7,,
Virginia|MXDKLLXB3EK7,Virginia,MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",MXDKLLXB3EK7,,
Virginia|NYWQLNAXE9G4,Virginia,NYWQLNAXE9G4,"ISLAND HOSE & SEALS, INC.",332912,Fluid Power Valve and Hose Fitting Manufacturing,,,,,
Virginia|HBLRJ28LNM16,Virginia,HBLRJ28LNM16,GE AVIATION SYSTEMS LLC,335311,"Power, Distribution, and Specialty Transformer Manufacturing",JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,JRZ1WHXAKBM3,,
Virginia|FCK2D4PSV1L2,Virginia,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,FCK2D4PSV1L2,,
Virginia|JX92LMWRTRJ9,Virginia,JX92LMWRTRJ9,"DONALDSON COMPANY, INC.",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,QLUGMNNMV4L8,,QLUGMNNMV4L8,,
Virginia|TCSFXP5TD5P6,Virginia,TCSFXP5TD5P6,"BLOWERS, LLC",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,,,,
Virginia|TMDVSPNEFR69,Virginia,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,423840,Industrial Supplies Merchant Wholesalers,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,TMDVSPNEFR69,,
Virginia|T5PEM8N1QE25,Virginia,T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",423490,Other Professional Equipment and Supplies Merchant Wholesalers,T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",T5PEM8N1QE25,,
Virginia|Q7CGW8NCRGJ6,Virginia,Q7CGW8NCRGJ6,"TRANSDIGM, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,UAC2KLJM4XY1,Transdigm Group Incorporated,UAC2KLJM4XY1,,
Virginia|KU8MSC4HELN8,Virginia,KU8MSC4HELN8,"TRANSDIGM, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,UAC2KLJM4XY1,Transdigm Group Incorporated,UAC2KLJM4XY1,,
Virginia|TFBXC11G77F3,Virginia,TFBXC11G77F3,BLACK BOX CORPORATION OF PENNSYLVANIA,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,T68XSQLJ53F5,Black Box Corporation,E5PDQFYJJD43; T68XSQLJ53F5,,
Virginia|XFM4VGW1NBE4,Virginia,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",XFM4VGW1NBE4,,
Virginia|CSB6FUPJ5TC1,Virginia,CSB6FUPJ5TC1,"TDS AUTOMATION, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,ZTPCCBA4M5N5,Doerfer Acquisition Company,ZTPCCBA4M5N5,,
Virginia|C1VMWS2KV645,Virginia,C1VMWS2KV645,"OMNI SERVICES, INC.",,"n/a (SAM record, no NAICS)",C1VMWS2KV645,"OMNI SERVICES, INC.",C1VMWS2KV645,,
Virginia|GYDNLMKBK274,Virginia,GYDNLMKBK274,"MARCO GROUP INTERNATIONAL, INC.",423840,Industrial Supplies Merchant Wholesalers,GYDNLMKBK274,"MARCO GROUP INTERNATIONAL, INC.",GYDNLMKBK274,,
Virginia|QJCBMJ8NX5P5,Virginia,QJCBMJ8NX5P5,"FOAMPAK, INC.",423830,Industrial Machinery and Equipment Merchant Wholesalers,,,,,
Virginia|CBB5ZBL4F2G3,Virginia,CBB5ZBL4F2G3,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,,"n/a (SAM record, no NAICS)",,,,,
Virginia|UXVTFYJT5PN7,Virginia,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",335311,"Power, Distribution, and Specialty Transformer Manufacturing",UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",UXVTFYJT5PN7,,
Virginia|CWU4C613AB25,Virginia,CWU4C613AB25,THE AIRFLO INSTRUMENT COMPANY,334519,Other Measuring and Controlling Device Manufacturing,,,,,
Virginia|F6JXYKQB4QL6,Virginia,F6JXYKQB4QL6,H.C. STARCK,,"n/a (SAM record, no NAICS)",,,,,
Virginia|TRJPK4ELKDR3,Virginia,TRJPK4ELKDR3,M & P INTERNATIONAL INC,334519,Other Measuring and Controlling Device Manufacturing,,,,,
Virginia|Y7HTALFZANK8,Virginia,Y7HTALFZANK8,"GENERAL MACHINE AND TOOL COMPANY, INC.",,"n/a (SAM record, no NAICS)",,,,,
Virginia|VXJMLWN9XU18,Virginia,VXJMLWN9XU18,"BRADKEN - ATLAS, LLC",,n/a (no SAM record),FLU4K8MGMZX7,"HITACHI, LTD.",FLU4K8MGMZX7; KK9MJ7GHSJ96,,
Virginia|EN76W7CYJYN7,Virginia,EN76W7CYJYN7,MARMON/KEYSTONE LLC,,"n/a (SAM record, no NAICS)",UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,UU26FKF1MML6,,
Virginia|VJMTKNLENX24,Virginia,VJMTKNLENX24,ENGINEERED COIL COMPANY,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,W8PTMRME1496,LEONARDO SPA,W8PTMRME1496,,
Virginia|YUHMEUENEET4,Virginia,YUHMEUENEET4,Lawrence Leasing Corp.,,n/a (no SAM record),,,,,
Virginia|J3AFGKXWYK73,Virginia,J3AFGKXWYK73,YORK INTERNATIONAL CORPORATION,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,XEQ3L57D2J24,"This is the legacy York International registration at the same York, Pennsylvania HVAC/refrigeration complex. I could not distinguish a separate Virginia-class deliverable from Johnson Controls Navy Systems; the public record supports YORK-branded HVAC/R equipment but not a unique component for this UEI.","https://www.govchime.com/market-intelligence/awards/CONT_AWD_0001_9700_SPE4A616D5099_9700
https://www.johnsoncontrols.com/industries/marine-and-navy/navy
https://www.naics.com/company-profile-page/?co=2780"
Virginia|YKMMCNDT9KF8,Virginia,YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",238350,Finish Carpentry Contractors,,,,,
Virginia|K574V7KEQUC8,Virginia,K574V7KEQUC8,"CIRCOR AEROSPACE, INC.",336412,Aircraft Engine and Engine Parts Manufacturing,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",U45EH8WMNF55,"This UEI is CIRCOR Aerospace’s Corona, California operation rather than a CIRCOR naval pump or valve plant. I found no public evidence confirming a distinct Virginia-class construction component for this entity.",https://www.highergov.com/awardee/circor-aerospace-inc-10414129/
Virginia|FKEYGBAYJLH3,Virginia,FKEYGBAYJLH3,"MERCURY SYSTEMS, INC.",334111,Electronic Computer Manufacturing,,,,,
Virginia|VBFXNRMUYSK6,Virginia,VBFXNRMUYSK6,NTS TECHNICAL SYSTEMS,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",DJH3J8S4C481,NTS Holding Corporation Inc,DJH3J8S4C481,,
Virginia|D3NDZT2XLW83,Virginia,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,,,
Virginia|DB33FU6GGYE7,Virginia,DB33FU6GGYE7,BLACK KNIGHT ENTERPRISES LLC,334519,Other Measuring and Controlling Device Manufacturing,,,,,
Virginia|PRNKGJL4NQH1,Virginia,PRNKGJL4NQH1,OMEGA ENGINEERING INC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",EG67WFES7DT3,,EG67WFES7DT3,,
Virginia|HLAKD5J1DDG3,Virginia,HLAKD5J1DDG3,"KLH INDUSTRIES, INC.",332710,Machine Shops,,,,,
Virginia|R7UCMAWL4H87,Virginia,R7UCMAWL4H87,The Credit Scholars,,n/a (no SAM record),,,,,
Virginia|KPFHQNYN8R54,Virginia,KPFHQNYN8R54,"PACKAGE ONE INDUSTRIES, LLC",332710,Machine Shops,,,,,
Virginia|HLE1E2KALJA5,Virginia,HLE1E2KALJA5,POWER PARAGON INC,335311,"Power, Distribution, and Specialty Transformer Manufacturing",XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",DTZJAQF8NZA1; XXP4PLFFFGK9,,
Virginia|SLBCZQAMG3Q1,Virginia,SLBCZQAMG3Q1,"Solflower Computer, Inc",,n/a (no SAM record),,,,,
Virginia|V87VJJNMMFH9,Virginia,V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,TUU9F6CG3XC7,"Robert Family Holdings, Inc.",TUU9F6CG3XC7,,
Virginia|F1N2KDGBDTU8,Virginia,F1N2KDGBDTU8,"DLT SOLUTIONS, LLC",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Q9MRTNQZ3K94,DLT MERGERCO LLC,Q9MRTNQZ3K94,,
Virginia|JCY9NCTJF9J3,Virginia,JCY9NCTJF9J3,AIRSAN CORPORATION,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,,,,
Virginia|LK9BTBWNLY96,Virginia,LK9BTBWNLY96,"BEK, INC.",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",EA52ZMBH4YG7,BEK INC,EA52ZMBH4YG7,,
Virginia|XK68QNYRQCH8,Virginia,XK68QNYRQCH8,"AMERICAN BOA, INCORPORATED",332919,Other Metal Valve and Pipe Fitting Manufacturing,K1M4HECUHKR4,AEA Europe Fund L.P.,K1M4HECUHKR4,,
Virginia|GY5BEBKX7ME7,Virginia,GY5BEBKX7ME7,"RBC SOUTHWEST PRODUCTS, INC.",,"n/a (long-tail, not researched)",LC7UN8MJYCJ7,Rbc Bearings Incorporated,LC7UN8MJYCJ7,,
Virginia|P3NZJN8NQSB3,Virginia,P3NZJN8NQSB3,FORTUNE METAL FINISHING CORPORATION,,"n/a (long-tail, not researched)",P3NZJN8NQSB3,FORTUNE METAL FINISHING CORPORATION,P3NZJN8NQSB3,,
Virginia|MFGMH9R7GMG3,Virginia,MFGMH9R7GMG3,"FORCE 3, LLC",334111,Electronic Computer Manufacturing,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",H6DDCK12JBM7,,
Virginia|G8HNS2EJYJU6,Virginia,G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",333517,MACHINE TOOL MANUFACTURING,,,,,
Virginia|DAR5NMQQMY53,Virginia,DAR5NMQQMY53,RED-D-ARC INC.,,"n/a (long-tail, not researched)",CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,CL4ZKLFK5DR3,,
Virginia|PRKVJMMJYJM3,Virginia,PRKVJMMJYJM3,WILLIFORD PLASTICS INC,,"n/a (long-tail, not researched)",,,,,
Virginia|VRTZQSMQ8615,Virginia,VRTZQSMQ8615,"HARDING COMPANY, INC",332618,Other Fabricated Wire Product Manufacturing,CP8AJC3EDE93,"Alp Industries, Inc.",CP8AJC3EDE93,,
Virginia|RG8HFHKSV215,Virginia,RG8HFHKSV215,"PDS ENGINEERING & CONSTRUCTION, INC.",236210,Industrial Building Construction,,,,,
Virginia|MHR1KKAZ1NH5,Virginia,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",333310,Commercial and Service Industry Machinery Manufacturing,,,,,
Virginia|NKNJZAVJ9EK3,Virginia,NKNJZAVJ9EK3,COGSDILL TOOL PRODUCTS INC,,"n/a (long-tail, not researched)",,,,,
Virginia|C7QHHMJEALN1,Virginia,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",331420,"Copper Rolling, Drawing, Extruding, and Alloying",,,,,
Virginia|C12PGLEW9KW4,Virginia,C12PGLEW9KW4,"UNAFLEX, INC.",,"n/a (long-tail, not researched)",C12PGLEW9KW4,"UNAFLEX, INC.",C12PGLEW9KW4,,
Virginia|W8RMNY6A3NT1,Virginia,W8RMNY6A3NT1,"FLUID DYNAMICS, LLC",326220,Rubber and Plastics Hoses and Belting Manufacturing,,,,,
Virginia|EV14UZ7SCKG5,Virginia,EV14UZ7SCKG5,New Haven Windustrial Co.,,"n/a (long-tail, not researched)",KK4TAQ8YKEY6,WINWHOLESALE INC.,KK4TAQ8YKEY6,,
Virginia|HVK6DCBLUCP7,Virginia,HVK6DCBLUCP7,GE AVIATION SYSTEMS LLC,,"n/a (long-tail, not researched)",JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,JRZ1WHXAKBM3,,
Virginia|HKUGWLAQ4821,Virginia,HKUGWLAQ4821,"LCR EMBEDDED SYSTEMS, INC.",,"n/a (long-tail, not researched)",,,,,
Virginia|C3L9A8H3TWG5,Virginia,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",,"n/a (SAM record, no NAICS)",,,,,
Virginia|MGFUP827VKV2,Virginia,MGFUP827VKV2,"ROSS MACHINERY SALES, INC",,"n/a (long-tail, not researched)",,,,,
Virginia|EHRJCSUERKU3,Virginia,EHRJCSUERKU3,EATON AEROSPACE LLC,334419,Other Electronic Component Manufacturing,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,MBJ8ANU347W7,,
Virginia|HJEXMNM5EJE5,Virginia,HJEXMNM5EJE5,F. W. WEBB COMPANY,,"n/a (long-tail, not researched)",HJEXMNM5EJE5,F. W. WEBB COMPANY,HJEXMNM5EJE5,,
Virginia|FHKCX7RMYW83,Virginia,FHKCX7RMYW83,MARINE EQUIPMENT SUPPLY LLC,,"n/a (long-tail, not researched)",N9BESJAKTWK7,,N9BESJAKTWK7,,
Virginia|LGM4LM5ZR9K9,Virginia,LGM4LM5ZR9K9,"LUNA TECHNOLOGIES, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",SJHFCDGKJJC5,LUNA INNOVATIONS INCORPORATED,SJHFCDGKJJC5,,
Virginia|T9U5YKZRMHH5,Virginia,T9U5YKZRMHH5,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",,"n/a (long-tail, not researched)",,,,,
Virginia|PD3NKE727DN9,Virginia,PD3NKE727DN9,"TRI-LANE EQUIPMENT RENTALS, INC.",,"n/a (long-tail, not researched)",PD3NKE727DN9,"TRI-LANE EQUIPMENT RENTALS, INC.",PD3NKE727DN9,,
Virginia|CFLHPEP9NMU4,Virginia,CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,,n/a (no SAM record),,,,,
Virginia|WLHBRDWEW7T4,Virginia,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",WLHBRDWEW7T4,,
Virginia|WY3RNC5GMY36,Virginia,WY3RNC5GMY36,"TITANIUM INDUSTRIES, INC.",,"n/a (long-tail, not researched)",WY3RNC5GMY36,"TITANIUM INDUSTRIES, INC.",WY3RNC5GMY36,,
Virginia|CTVBA1WN13S3,Virginia,CTVBA1WN13S3,"SYNERGY FLOW SYSTEMS, LLC",,"n/a (long-tail, not researched)",,,,,
Virginia|SBJMSMKJ9M93,Virginia,SBJMSMKJ9M93,"Fitchburg Welding Co., Inc.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,,,
Virginia|Z85NS892LYA8,Virginia,Z85NS892LYA8,CHROMALOX INC,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,XWWGV5ZMALW1,,XWWGV5ZMALW1,,
Virginia|W9MTG3DEVQN5,Virginia,W9MTG3DEVQN5,VULCAN ELECTRIC COMPANY,,"n/a (long-tail, not researched)",W9MTG3DEVQN5,VULCAN ELECTRIC COMPANY,W9MTG3DEVQN5,,
Virginia|KEKTUBQDCZM7,Virginia,KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,,"n/a (long-tail, not researched)",KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,KEKTUBQDCZM7,,
Virginia|EJ8LYVPT4KR9,Virginia,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",335931,Current-Carrying Wiring Device Manufacturing,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",EJ8LYVPT4KR9,,
Virginia|GK3DKPJRSUR3,Virginia,GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",,"n/a (long-tail, not researched)",GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",GK3DKPJRSUR3,,
Virginia|H5MUP1BXBAB1,Virginia,H5MUP1BXBAB1,"Metro Business Systems, Inc.",,"n/a (long-tail, not researched)",,,,,
